night_key,source_path,split,subject_id
10:20231116,dataset/data/10/BCG/10_20231116_BCG.csv,test,10
11:20231117,dataset/data/11/BCG/11_20231117_BCG.csv,train,11
11:20231118,dataset/data/11/BCG/11_20231118_BCG.csv,train,11
11:20231119,dataset/data/11/BCG/11_20231119_BCG.csv,train,11
11:20231120,dataset/data/11/BCG/11_20231120_BCG.csv,val,11
11:20231121,dataset/data/11/BCG/11_20231121_BCG.csv,val,11
11:20231122,dataset/data/11/BCG/11_20231122_BCG.csv,test,11
11:20231123,dataset/data/11/BCG/11_20231123_BCG.csv,test,11
12:20231117,dataset/data/12/BCG/12_20231117_BCG.csv,train,12
12:20231118,dataset/data/12/BCG/12_20231118_BCG.csv,train,12
12:20231119,dataset/data/12/BCG/12_20231119_BCG.csv,train,12
12:20231120,dataset/data/12/BCG/12_20231120_BCG.csv,val,12
12:20231121,dataset/data/12/BCG/12_20231121_BCG.csv,val,12
12:20231122,dataset/data/12/BCG/12_20231122_BCG.csv,test,12
12:20231123,dataset/data/12/BCG/12_20231123_BCG.csv,test,12
13:20231118,dataset/data/13/BCG/13_20231118_BCG.csv,train,13
13:20231119,dataset/data/13/BCG/13_20231119_BCG.csv,train,13
13:20231120,dataset/data/13/BCG/13_20231120_BCG.csv,val,13
13:20231121,dataset/data/13/BCG/13_20231121_BCG.csv,val,13
13:20231123,dataset/data/13/BCG/13_20231123_BCG.csv,test,13
14:20231118,dataset/data/14/BCG/14_20231118_BCG.csv,train,14
14:20231119,dataset/data/14/BCG/14_20231119_BCG.csv,train,14
14:20231120,dataset/data/14/BCG/14_20231120_BCG.csv,train,14
14:20231121,dataset/data/14/BCG/14_20231121_BCG.csv,val,14
14:20231122,dataset/data/14/BCG/14_20231122_BCG.csv,val,14
14:20231123,dataset/data/14/BCG/14_20231123_BCG.csv,test,14
15:20231117,dataset/data/15/BCG/15_20231117_BCG.csv,train,15
15:20231118,dataset/data/15/BCG/15_20231118_BCG.csv,train,15
15:20231119,dataset/data/15/BCG/15_20231119_BCG.csv,train,15
15:20231120,dataset/data/15/BCG/15_20231120_BCG.csv,val,15
15:20231121,dataset/data/15/BCG/15_20231121_BCG.csv,val,15
15:20231122,dataset/data/15/BCG/15_20231122_BCG.csv,test,15
15:20231123,dataset/data/15/BCG/15_20231123_BCG.csv,test,15
16:20231124,dataset/data/16/BCG/16_20231124_BCG.csv,train,16
16:20231125,dataset/data/16/BCG/16_20231125_BCG.csv,train,16
16:20231126,dataset/data/16/BCG/16_20231126_BCG.csv,train,16
16:20231127,dataset/data/16/BCG/16_20231127_BCG.csv,val,16
16:20231128,dataset/data/16/BCG/16_20231128_BCG.csv,val,16
16:20231129,dataset/data/16/BCG/16_20231129_BCG.csv,test,16
16:20231130,dataset/data/16/BCG/16_20231130_BCG.csv,test,16
17:20231124,dataset/data/17/BCG/17_20231124_BCG.csv,train,17
17:20231125,dataset/data/17/BCG/17_20231125_BCG.csv,train,17
17:20231126,dataset/data/17/BCG/17_20231126_BCG.csv,val,17
17:20231128,dataset/data/17/BCG/17_20231128_BCG.csv,val,17
17:20231129,dataset/data/17/BCG/17_20231129_BCG.csv,test,17
18:20231124,dataset/data/18/BCG/18_20231124_BCG.csv,train,18
18:20231125,dataset/data/18/BCG/18_20231125_BCG.csv,train,18
18:20231126,dataset/data/18/BCG/18_20231126_BCG.csv,train,18
18:20231127,dataset/data/18/BCG/18_20231127_BCG.csv,val,18
18:20231128,dataset/data/18/BCG/18_20231128_BCG.csv,val,18
18:20231129,dataset/data/18/BCG/18_20231129_BCG.csv,test,18
18:20231130,dataset/data/18/BCG/18_20231130_BCG.csv,test,18
19:20231124,dataset/data/19/BCG/19_20231124_BCG.csv,train,19
19:20231125,dataset/data/19/BCG/19_20231125_BCG.csv,train,19
19:20231126,dataset/data/19/BCG/19_20231126_BCG.csv,train,19
19:20231127,dataset/data/19/BCG/19_20231127_BCG.csv,val,19
19:20231128,dataset/data/19/BCG/19_20231128_BCG.csv,val,19
19:20231129,dataset/data/19/BCG/19_20231129_BCG.csv,test,19
19:20231130,dataset/data/19/BCG/19_20231130_BCG.csv,test,19
20:20231124,dataset/data/20/BCG/20_20231124_BCG.csv,train,20
20:20231125,dataset/data/20/BCG/20_20231125_BCG.csv,train,20
20:20231126,dataset/data/20/BCG/20_20231126_BCG.csv,train,20
20:20231127,dataset/data/20/BCG/20_20231127_BCG.csv,val,20
20:20231128,dataset/data/20/BCG/20_20231128_BCG.csv,val,20
20:20231129,dataset/data/20/BCG/20_20231129_BCG.csv,test,20
20:20231130,dataset/data/20/BCG/20_20231130_BCG.csv,test,20
21:20231201,dataset/data/21/BCG/21_20231201_BCG.csv,train,21
21:20231202,dataset/data/21/BCG/21_20231202_BCG.csv,train,21
21:20231203,dataset/data/21/BCG/21_20231203_BCG.csv,train,21
21:20231204,dataset/data/21/BCG/21_20231204_BCG.csv,val,21
21:20231205,dataset/data/21/BCG/21_20231205_BCG.csv,val,21
21:20231206,dataset/data/21/BCG/21_20231206_BCG.csv,test,21
21:20231207,dataset/data/21/BCG/21_20231207_BCG.csv,test,21
22:20231201,dataset/data/22/BCG/22_20231201_BCG.csv,train,22
22:20231202,dataset/data/22/BCG/22_20231202_BCG.csv,train,22
22:20231203,dataset/data/22/BCG/22_20231203_BCG.csv,train,22
22:20231204,dataset/data/22/BCG/22_20231204_BCG.csv,val,22
22:20231206,dataset/data/22/BCG/22_20231206_BCG.csv,val,22
22:20231207,dataset/data/22/BCG/22_20231207_BCG.csv,test,22
23:20231201,dataset/data/23/BCG/23_20231201_BCG.csv,train,23
23:20231202,dataset/data/23/BCG/23_20231202_BCG.csv,train,23
23:20231203,dataset/data/23/BCG/23_20231203_BCG.csv,train,23
23:20231206,dataset/data/23/BCG/23_20231206_BCG.csv,val,23
23:20231207,dataset/data/23/BCG/23_20231207_BCG.csv,val,23
23:20231208,dataset/data/23/BCG/23_20231208_BCG.csv,test,23
24:20231201,dataset/data/24/BCG/24_20231201_BCG.csv,train,24
24:20231202,dataset/data/24/BCG/24_20231202_BCG.csv,train,24
24:20231203,dataset/data/24/BCG/24_20231203_BCG.csv,train,24
24:20231204,dataset/data/24/BCG/24_20231204_BCG.csv,val,24
24:20231205,dataset/data/24/BCG/24_20231205_BCG.csv,val,24
24:20231206,dataset/data/24/BCG/24_20231206_BCG.csv,test,24
24:20231207,dataset/data/24/BCG/24_20231207_BCG.csv,test,24
25:20231201,dataset/data/25/BCG/25_20231201_BCG.csv,train,25
25:20231202,dataset/data/25/BCG/25_20231202_BCG.csv,train,25
25:20231203,dataset/data/25/BCG/25_20231203_BCG.csv,train,25
25:20231204,dataset/data/25/BCG/25_20231204_BCG.csv,val,25
25:20231205,dataset/data/25/BCG/25_20231205_BCG.csv,val,25
25:20231207,dataset/data/25/BCG/25_20231207_BCG.csv,test,25
25:20231208,dataset/data/25/BCG/25_20231208_BCG.csv,test,25
26:20231201,dataset/data/26/BCG/26_20231201_BCG.csv,train,26
26:20231202,dataset/data/26/BCG/26_20231202_BCG.csv,train,26
26:20231203,dataset/data/26/BCG/26_20231203_BCG.csv,train,26
26:20231204,dataset/data/26/BCG/26_20231204_BCG.csv,val,26
26:20231205,dataset/data/26/BCG/26_20231205_BCG.csv,val,26
26:20231206,dataset/data/26/BCG/26_20231206_BCG.csv,test,26
26:20231207,dataset/data/26/BCG/26_20231207_BCG.csv,test,26
27:20231201,dataset/data/27/BCG/27_20231201_BCG.csv,train,27
27:20231202,dataset/data/27/BCG/27_20231202_BCG.csv,train,27
27:20231203,dataset/data/27/BCG/27_20231203_BCG.csv,train,27
27:20231204,dataset/data/27/BCG/27_20231204_BCG.csv,val,27
27:20231205,dataset/data/27/BCG/27_20231205_BCG.csv,val,27
27:20231206,dataset/data/27/BCG/27_20231206_BCG.csv,test,27
27:20231207,dataset/data/27/BCG/27_20231207_BCG.csv,test,27
28:20231201,dataset/data/28/BCG/28_20231201_BCG.csv,train,28
28:20231202,dataset/data/28/BCG/28_20231202_BCG.csv,train,28
28:20231203,dataset/data/28/BCG/28_20231203_BCG.csv,train,28
28:20231204,dataset/data/28/BCG/28_20231204_BCG.csv,val,28
28:20231205,dataset/data/28/BCG/28_20231205_BCG.csv,val,28
28:20231206,dataset/data/28/BCG/28_20231206_BCG.csv,test,28
28:20231207,dataset/data/28/BCG/28_20231207_BCG.csv,test,28
29:20231201,dataset/data/29/BCG/29_20231201_BCG.csv,train,29
29:20231202,dataset/data/29/BCG/29_20231202_BCG.csv,train,29
29:20231203,dataset/data/29/BCG/29_20231203_BCG.csv,train,29
29:20231204,dataset/data/29/BCG/29_20231204_BCG.csv,val,29
29:20231205,dataset/data/29/BCG/29_20231205_BCG.csv,val,29
29:20231206,dataset/data/29/BCG/29_20231206_BCG.csv,test,29
29:20231207,dataset/data/29/BCG/29_20231207_BCG.csv,test,29
30:20231202,dataset/data/30/BCG/30_20231202_BCG.csv,train,30
30:20231203,dataset/data/30/BCG/30_20231203_BCG.csv,train,30
30:20231204,dataset/data/30/BCG/30_20231204_BCG.csv,train,30
30:20231205,dataset/data/30/BCG/30_20231205_BCG.csv,val,30
30:20231206,dataset/data/30/BCG/30_20231206_BCG.csv,val,30
30:20231207,dataset/data/30/BCG/30_20231207_BCG.csv,test,30
31:20240115,dataset/data/31/BCG/31_20240115_BCG.csv,train,31
31:20240116,dataset/data/31/BCG/31_20240116_BCG.csv,train,31
31:20240117,dataset/data/31/BCG/31_20240117_BCG.csv,train,31
31:20240118,dataset/data/31/BCG/31_20240118_BCG.csv,val,31
31:20240119,dataset/data/31/BCG/31_20240119_BCG.csv,val,31
31:20240120,dataset/data/31/BCG/31_20240120_BCG.csv,test,31
31:20240121,dataset/data/31/BCG/31_20240121_BCG.csv,test,31
32:20240122,dataset/data/32/BCG/32_20240122_BCG.csv,train,32
32:20240123,dataset/data/32/BCG/32_20240123_BCG.csv,train,32
32:20240124,dataset/data/32/BCG/32_20240124_BCG.csv,train,32
32:20240125,dataset/data/32/BCG/32_20240125_BCG.csv,val,32
32:20240126,dataset/data/32/BCG/32_20240126_BCG.csv,val,32
32:20240127,dataset/data/32/BCG/32_20240127_BCG.csv,test,32
32:20240128,dataset/data/32/BCG/32_20240128_BCG.csv,test,32
